3.6125,-3.2977,3
2.9451,-1.8563,3
1.8813,-3.5316,3
2.3736,-2.0274,3
3.2495,-3.5223,3
2.007,-2.8234,3
3.975,-2.0293,3
2.3593,-3.414,3
4.8089,-3.4383,3
1.9201,-0.99661,3
3.1992,-2.049,3
1.479,-3.432,3
2.2764,-2.3511,3
2.4067,-3.3601,3
3.4013,-2.2941,3
3.9421,-1.5842,3
3.3005,-4.6045,3
2.6269,-1.9711,3
3.8155,-1.542,3
3.7989,-2.9525,3
3.1202,-1.2537,3
3.5712,-2.8446,3
3.4128,-4.2371,3
2.013,-5.1935,3
3.7596,-3.3334,3
2.3428,-2.2865,3
2.3961,-2.6826,3
3.1769,-2.5864,3
2.6925,-3.5771,3
2.8682,-2.856,3
3.5954,-4.6387,3
4.0468,-3.7601,3
2.802,-3.8188,3
3.3277,-2.4803,3
2.7617,-3.0142,3
3.2296,-4.1555,3
3.44,-3.0095,3
2.3831,-3.6898,3
3.2748,-3.6667,3
3.6011,-2.1359,3
3.0923,-2.8866,3
4.7298,-2.6016,3
2.3914,-2.116,3
2.2629,-2.8197,3
1.2501,-2.4491,3
3.9105,-2.317,3
3.8671,-1.8294,3
